"","FT","Census","Segment","Start","End","Segment_Tags","Distance","Date","Observer","Hour","Humidity_Census","Rain_History","Rain_Type","H.picta","H.zeylanica","Humidity_Segment","Weather","Comments","Long_Rain","Observer.S","year","dates","MinAlt","MaxAlt","MedAlt","partition"
"127","1.PS","2A","2A-03","IF 25","IF 35",10,500,"2018-08-09","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","DK","2018",NA,5,10,7.5,"PS.I"
"128","1.PS","2A","2A-04","IF 35","IF 45",10,500,"2018-08-09","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","DK","2018",NA,5,10,7.5,"PS.I"
"129","1.PS","2A","2A-05","IF 45","RG 00",10,500,"2018-08-09","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","DK","2018",NA,5,10,7.5,"PS.I"
"130","1.PS","2A","2A-06","TZ 27","TZ 17",10,500,"2018-08-09","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","DK","2018",NA,5,10,7.5,"PS.I"
"131","1.PS","2A","2A-07","TZ 17","TZ 07",10,500,"2018-08-09","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","DK","2018",NA,5,10,7.5,"PS.I"
"132","1.PS","2B","2B-01","TZ 07","TZ 17",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","5.cloudy","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"133","1.PS","2B","2B-02","TZ 17","TZ 27",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"134","1.PS","2B","2B-03","RG 00","IF 45",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"135","1.PS","2B","2B-04","IF 45","IF 35",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"136","1.PS","2B","2B-05","IF 35","IF 25",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"137","1.PS","2B","2B-06","IF 25","IF 15",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","5.cloudy","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"138","1.PS","2B","2B-07","IF 15","DG 0",10,500,"2018-08-29","SY","05:30 AM","wet","4.last_night","2.drizzle","1","0","3.wet","1.clear","","3-5 jam","SY","2018",NA,5,10,7.5,"PS.I"
"139","1.PS","1A","1A-01","KP 37","KP 27",10,500,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","2","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"140","1.PS","1A","1A-02","KP 27","KP 17",10,500,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"141","1.PS","1A","1A-03","TZ 0","BD 13",10,500,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","1","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"142","1.PS","1A","1A-04","BD 13","BD 03",10,500,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"143","1.PS","1A","1A-05","BD 03","RB 20",10,500,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"144","1.PS","1A","1A-06","KP 00","KP 10",10,500,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","2","0","3.wet","5.cloudy","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"145","1.PS","1A","1A-07","KP 10","KP15",5,250,"2014-05-07","MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"146","1.PS","1B","1B-01","KP15","KP 10",5,250,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","5.cloudy","","","MI","2014",NA,5,10,7.5,"PS.I"
"147","1.PS","1B","1B-02","KP 10","KP 00",10,500,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","2","0","3.wet","5.cloudy","","","MI","2014",NA,5,10,7.5,"PS.I"
"148","1.PS","1B","1B-03","RB 20","BD 03",10,500,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","1","0","3.wet","5.cloudy","","","MI","2014",NA,5,10,7.5,"PS.I"
"149","1.PS","1B","1B-04","BO 03","BD 13",10,500,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","1.clear","","","MI","2014",NA,5,10,7.5,"PS.I"
"150","1.PS","1B","1B-05","BD 13","TZ 00",10,500,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","2","0","3.wet","1.clear","","","MI","2014",NA,5,10,7.5,"PS.I"
"151","1.PS","1B","1B-06","KP 17","KP 27",10,500,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","1.clear","","","MI","2014",NA,5,10,7.5,"PS.I"
"152","1.PS","1B","1B-07","KP 27","KP 37",10,500,"2014-05-22","MI","05:30 AM","wet","1.over_48_hours","1.no_rain","0","0","3.wet","1.clear","","","MI","2014",NA,5,10,7.5,"PS.I"
"153","1.PS","2A","2A-01","DG 0","IF 15",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","4","0","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"154","1.PS","2A","2A-02","IF 15","IF 25",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"155","1.PS","2A","2A-03","IF 25","IF 35",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","1","0","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"156","1.PS","2A","2A-04","IF 35","IF 45",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"157","1.PS","2A","2A-05","IF 45","RG 00",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","0","1","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"158","1.PS","2A","2A-06","TZ 27","TZ 17",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","0","1","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"159","1.PS","2A","2A-07","TZ 17","TZ 07",10,500,"2014-05-08","LD","05:35 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","3-5 jam","LD","2014",NA,5,10,7.5,"PS.I"
"160","1.PS","2B","2B-01","TZ 07","TZ 17",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"161","1.PS","2B","2B-02","TZ 17","TZ 27",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","1","0","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"162","1.PS","2B","2B-03","RG 00","IF 45",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","1","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"163","1.PS","2B","2B-04","IF 45","IF 35",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"164","1.PS","2B","2B-05","IF 35","IF 25",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","1","0","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"165","1.PS","2B","2B-06","IF 25","IF 15",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"166","1.PS","2B","2B-07","IF 15","DG 0",10,500,"2014-05-16","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","1","0","2.moist","1.clear","","","LD","2014",NA,5,10,7.5,"PS.I"
"167","1.PS","1B","1B-07","KP 27","KP 37",10,500,"2015-10-17","MI","05:30 AM","dry","2.day_before_yesterday","1.no_rain","0","0","1.dry","1.clear","","","MI","2015",NA,5,10,7.5,"PS.I"
"168","1.PS","2A","2A-01","DG 0","IF 15",10,500,"2015-10-10","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","MI","2015",NA,5,10,7.5,"PS.I"
"169","1.PS","2A","2A-02","IF 15","IF 25",10,500,"2015-10-10","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","1","0","1.dry","1.clear","","","MI","2015",NA,5,10,7.5,"PS.I"
"170","1.PS","2A","2A-03","IF 25","IF 35",10,500,"2015-10-10","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","MI","2015",NA,5,10,7.5,"PS.I"
"171","1.PS","2A","2A-04","IF 35","IF 45",10,500,"2015-10-10","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","MI","2015",NA,5,10,7.5,"PS.I"
"172","1.PS","1A","1A-01","KP 37","KP 27",10,500,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","","","AB","2012",NA,5,10,7.5,"PS.I"
"173","1.PS","1A","1A-02","KP 27","KP 17",10,500,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"PS.I"
"174","1.PS","1A","1A-03","TZ 0","BD 13",10,500,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","0","1","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"PS.I"
"175","1.PS","1A","1A-04","BD 13","BD 03",10,500,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"PS.I"
"176","1.PS","1A","1A-05","BD 03","RB 20",10,500,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","3","1","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"PS.I"
"177","1.PS","1A","1A-06","KP 00","KP 10",10,500,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"PS.I"
"178","1.PS","1A","1A-07","KP 10","KP15",5,250,"2012-12-09","AB","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","","AB","2012",NA,5,10,7.5,"PS.I"
"179","1.PS","1B","1B-01","KP15","KP 10",5,250,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"180","1.PS","1B","1B-02","KP 10","KP 00",10,500,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"181","1.PS","1B","1B-03","RB 20","BD 03",10,500,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","5.cloudy","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"182","1.PS","1B","1B-04","BO 03","BD 13",10,500,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"183","1.PS","1B","1B-05","BD 13","TZ 00",10,500,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","1","3.wet","1.clear","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"184","1.PS","1B","1B-06","KP 17","KP 27",10,500,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"185","1.PS","1B","1B-07","KP 27","KP 37",10,500,"2012-12-24","AB","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","","3-5jam","AB","2012",NA,5,10,7.5,"PS.I"
"186","1.PS","2A","2A-01","DG 0","IF 15",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"187","1.PS","2A","2A-02","IF 15","IF 25",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","1","0","2.moist","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"188","1.PS","2A","2A-03","IF 25","IF 35",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"189","1.PS","2A","2A-04","IF 35","IF 45",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","3.wet","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"190","1.PS","2A","2A-05","IF 45","RG 00",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"191","1.PS","2A","2A-06","TZ 27","TZ 17",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"192","1.PS","2A","2A-07","TZ 17","TZ 07",10,500,"2012-12-12","LD/MI","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","1.clear","kami census berdua orang, tapi saya hanya hitung satu orang saja untuk pacat yang jalan di depan (the second person doesn't get any leeches in this census)","","> 1 Obs","2012",NA,5,10,7.5,"PS.I"
"193","1.PS","2B","2B-01","TZ 07","TZ 17",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","1","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"194","1.PS","2B","2B-02","TZ 17","TZ 27",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"195","1.PS","2B","2B-03","RG 00","IF 45",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"196","1.PS","2B","2B-04","IF 45","IF 35",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"197","1.PS","2B","2B-05","IF 35","IF 25",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"198","1.PS","2B","2B-06","IF 25","IF 15",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"199","1.PS","2B","2B-07","IF 15","DG 0",10,500,"2012-12-25","MI","05:30 AM","wet","3.yesterday","4.heavy","1","0","3.wet","1.clear","","1jam","MI","2012",NA,5,10,7.5,"PS.I"
"200","1.PS","1B","1B-06","KP 17","KP 27",10,500,"2020-02-23","DK","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","",">1 jam","DK","2020",NA,5,10,7.5,"PS.I"
"201","1.PS","1B","1B-07","KP 27","KP 37",10,500,"2020-02-23","DK","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","",">1 jam","DK","2020",NA,5,10,7.5,"PS.I"
"202","1.PS","2A","2A-01","DG 0","IF 15",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"203","1.PS","2A","2A-02","IF 15","IF 25",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","1","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"204","1.PS","2A","2A-03","IF 25","IF 35",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","1","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"205","1.PS","2A","2A-04","IF 35","IF 45",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","1","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"206","1.PS","2A","2A-05","IF 45","RG 00",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","1","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"207","1.PS","2A","2A-06","TZ 27","TZ 17",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","1","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"208","1.PS","2A","2A-07","TZ 17","TZ 07",10,500,"2020-02-12","JK","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","JK","2020",NA,5,10,7.5,"PS.I"
"209","1.PS","2B","2B-01","TZ 07","TZ 17",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"210","1.PS","2B","2B-02","TZ 17","TZ 27",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"211","1.PS","2B","2B-03","RG 00","IF 45",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","2","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"212","1.PS","2B","2B-04","IF 45","IF 35",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"213","1.PS","2B","2B-05","IF 35","IF 25",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"214","1.PS","2B","2B-06","IF 25","IF 15",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","1","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"215","1.PS","2B","2B-07","IF 15","DG 0",10,500,"2020-02-24","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2020",NA,5,10,7.5,"PS.I"
"216","1.PS","1B","1B-01","KP15","KP 10",5,250,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","1","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"217","1.PS","1B","1B-02","KP 10","KP 00",10,500,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"218","1.PS","1B","1B-03","RB 20","BD 03",10,500,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","2","1","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"219","1.PS","1B","1B-04","BO 03","BD 13",10,500,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"220","1.PS","1B","1B-05","BD 13","TZ 00",10,500,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"221","1.PS","1B","1B-06","KP 17","KP 27",10,500,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","1","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"222","1.PS","1B","1B-07","KP 27","KP 37",10,500,"2014-11-26","LD","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","1-3 jam","LD","2014",NA,5,10,7.5,"PS.I"
"223","1.PS","2A","2A-01","DG 0","IF 15",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","3","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"224","1.PS","2A","2A-02","IF 15","IF 25",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"225","1.PS","2A","2A-03","IF 25","IF 35",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","2","0","3.wet","1.clear","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"226","1.PS","2A","2A-04","IF 35","IF 45",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","2","0","3.wet","5.cloudy","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"227","1.PS","2A","2A-05","IF 45","RG 00",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","5.cloudy","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"228","1.PS","2A","2A-06","TZ 27","TZ 17",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","1","0","3.wet","6.drizzle","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"229","1.PS","2A","2A-07","TZ 17","TZ 07",10,500,"2014-11-10","MI","05:30 AM","wet","3.yesterday","4.heavy","0","0","3.wet","6.drizzle","","<1 jam","MI","2014",NA,5,10,7.5,"PS.I"
"230","1.PS","2B","2B-01","TZ 07","TZ 17",10,500,"2014-11-20","SY","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","1-3 jam","SY","2014",NA,5,10,7.5,"PS.I"
"231","1.PS","2B","2B-02","TZ 17","TZ 27",10,500,"2014-11-20","SY","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","1-3 jam","SY","2014",NA,5,10,7.5,"PS.I"
"232","1.PS","2B","2B-03","RG 00","IF 45",10,500,"2014-11-20","SY","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","1-3 jam","SY","2014",NA,5,10,7.5,"PS.I"
"233","1.PS","1A","1A-01","KP 37","KP 27",10,500,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","2","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"234","1.PS","1A","1A-02","KP 27","KP 17",10,500,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","2","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"235","1.PS","1A","1A-03","TZ 0","BD 13",10,500,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"236","1.PS","1A","1A-04","BD 13","BD 03",10,500,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","1","0","3.wet","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"237","1.PS","1A","1A-05","BD 03","RB 20",10,500,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","2","0","3.wet","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"238","1.PS","1A","1A-06","KP 00","KP 10",10,500,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"239","1.PS","1A","1A-07","KP 10","KP15",5,250,"2013-06-14","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,5,10,7.5,"PS.I"
"240","1.PS","1B","1B-01","KP15","KP 10",5,250,"2013-06-24","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2013",NA,5,10,7.5,"PS.I"
"241","1.PS","1B","1B-02","KP 10","KP 00",10,500,"2013-06-24","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2013",NA,5,10,7.5,"PS.I"
"242","1.PS","1B","1B-03","RB 20","BD 03",10,500,"2013-06-24","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","1","0","2.moist","1.clear","","","LD","2013",NA,5,10,7.5,"PS.I"
"243","1.PS","1B","1B-04","BO 03","BD 13",10,500,"2013-06-24","LD","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2013",NA,5,10,7.5,"PS.I"
